nama,id_siswa,kelas,Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (S2),Pendidikan Pancasila (S2),Bahasa Inggris (S2),Bahasa Mandarin (S2),Matematika (Umum) (S2),Biologi (S2),Fisika (S2),Kimia (S2),Geografi (S2),Sejarah (S2),Sosiologi (S2),Ekonomi (S2),"Pendidikan Jasmani, Olahraga, dan Kesehatan (S2)",Informatika (S2),Seni Musik (S2),Bahasa Indonesia (S2),Rata-rata (S2)
Salma Wibowo,88933,10A,62.77816736,57.94677216,62.50968478,65.87841312,59.75821596,59.79125601,66.29595,64.33374883,64.74099557,60.78453392,63.42500702,59.95584487,69.02800264,69.75325726,55.34607128,59.92945629,62.64096107,66,60,71,66,65,66,69,76,73,64,68,69,74,80,63,66,68.5
Ihsan Budiman,75216,10A,54.16110927,58.39363588,61.2265657,54.39552945,57.03445648,56.62396869,62.6800922,61.99047723,58.03506778,62.52785991,58.91035513,60.28548,70.011016,68.34606081,55.14584936,65.79241764,60.34749634,64,66,66,61,62,59,67,67,56,71,68,67,79,73,58,75,66.19
Zainal Fitriani,45949,10A,61.40818175,51.60988254,61.4450872,65.04085857,51.73847495,52.76368488,62.43950632,58.70867554,60.10858036,59.05414506,59.30467859,50.71883834,62.58778751,63.19914894,56.20424526,57.13381423,58.34159938,68,49,68,62,50,54,65,61,54,57,56,47,63,57,59,59,58.06
Umi Widiastuti,32987,10A,54.91079965,65.13761095,65.42662437,62.25538208,68.18810396,60.89595101,65.3893668,57.46801547,62.44857641,61.69456588,63.69287678,60.71870252,61.90897419,66.69657302,60.38251598,54.53345166,61.98425567,58,63,70,61,67,59,69,54,64,59,64,56,64,66,62,54,61.88
Putra Setiawan,53987,10A,69.23330727,67.39265814,54.02407427,63.93392677,57.97051389,61.80282382,61.95650839,59.31334875,56.56655942,57.03268249,55.90442817,56.32627671,60.1494963,56.9065878,63.89564808,67.92161852,60.64565367,70,87,74,76,69,77,72,71,73,76,72,86,81,76,82,83,76.56
Prasasti Fauzi,58676,10A,61.94295875,66.04024746,67.3416505,67.20323631,65.22300129,68.55663704,67.25446972,58.65491284,69.18900527,69.27967914,61.02679443,65.03291413,68.25986992,63.79665585,70.20811519,76.66258743,66.60454595,64,66,66,73,73,71,72,64,70,78,67,72,76,78,71,78,71.19
Utari Nainggolan,74628,10A,52.55980437,49.58451151,58.00882751,60.09754706,55.33540266,63.75603785,49.79670553,59.95432765,53.46043043,65.08662406,66.4523113,52.65645159,53.74194885,60.78767397,54.55408128,56.26267844,57.00596025,56,55,57,71,63,71,60,68,58,64,69,55,61,66,53,65,62
Cinta Fitriani,28727,10A,58.48863137,48.76332349,58.29250054,54.9130504,55.89607516,65.57984928,52.0791548,62.4277152,56.96687462,56.96288842,62.31354875,60.06194574,61.21475425,63.20261257,56.70514735,55.30050559,58.0730361,66,50,63,57,60,66,56,74,60,59,65,64,73,74,61,58,62.88
Yogi Budiman,23281,10A,52.6137066,53.91240658,72.78493136,64.26285714,51.2840874,51.42716945,60.44878954,60.77578322,60.78387841,56.76468027,57.41218793,59.67885686,58.46892427,46.94295737,56.89046108,53.78242706,57.38963153,59,52,75,63,50,57,68,64,60,57,64,65,65,58,64,60,61.31
Eva Mulyani,15007,10A,53.55848235,67.60872027,54.51983359,51.11477683,57.29143277,55.0958647,54.78289771,55.71667823,62.96514308,47.02798308,55.05058564,48.05051961,55.45998849,48.0889927,50.59559119,51.20697569,54.25840412,62,69,57,48,70,62,62,59,64,55,55,52,55,54,48,50,57.62
Mega Pradana,23553,10A,66.35968498,66.07287361,55.2520145,61.75527194,57.93270211,55.18807683,60.39551613,59.93818744,73.61418382,63.64540051,54.59251388,58.65673136,66.58751786,71.92281525,53.55068482,52.08097946,61.09657216,70,66,67,69,56,65,68,70,76,67,56,72,70,73,56,56,66.06
Hesti Nugroho,56903,10A,70.66010224,63.25334725,56.9638127,63.97842179,48.12653767,61.32215389,62.94438223,65.92662706,56.2357966,61.73371217,56.67815323,62.58219514,56.82854475,59.26477217,56.32619939,64.56095757,60.46160724,78,71,63,66,52,64,66,69,66,75,58,67,63,60,62,71,65.69
Firman Kartini,85929,10A,64.31782287,58.85246443,60.21675726,52.78261021,58.52718404,59.7745442,73.12953274,54.46573215,67.34645348,65.00986115,61.42874931,68.8186697,61.88609465,61.97136326,59.75996402,66.1434117,62.15195095,65,64,65,58,70,65,78,57,69,72,65,73,68,67,65,72,67.06
Zulfa Indahsari,59485,10A,64.3094105,55.6986779,52.23082836,57.81216115,54.82687151,58.50944146,65.01425501,56.54055606,58.61294743,59.11717801,63.06921874,47.59261766,55.79356286,59.88348279,64.82745912,56.3675521,58.13788879,71,64,62,61,60,67,75,58,64,67,69,50,61,67,67,57,63.75
Koko Handayani,63507,10A,43.54038276,56.02170352,49.74633435,46.97481299,49.80141934,52.0005195,49.89942297,41.895316,57.40847727,59.2975215,56.18075625,47.23471794,51.91568862,52.89053971,55.91711824,56.26484873,51.68684873,50,64,57,51,62,62,56,46,62,66,61,57,59,54,56,65,58
Prasasti Megawati,92032,10A,54.22590439,58.30675117,60.18317541,65.175885,61.41930609,61.84205682,58.31590653,64.94906911,59.94558737,53.59133384,64.91362324,61.38628975,55.68155328,55.49930855,59.37965111,60.21269736,59.68925619,54,58,60,66,59,60,55,61,65,51,68,60,57,55,54,60,58.94
Hadi Santoso,70906,10A,59.27288875,59.84297078,66.78621429,63.64414318,59.23960537,62.99298032,53.1238079,60.27606267,67.33295917,57.19619794,54.04825777,55.02598297,52.83826223,54.36261788,56.43388692,51.25859232,58.3547144,60,60,67,68,73,68,67,65,73,65,58,61,51,56,55,59,62.88
Eva Suryani,26936,10A,56.06670532,60.49999952,51.44983275,63.58503327,58.5425741,61.14151658,52.69944088,60.26123979,50.52894415,60.43985116,56.84781035,58.75486975,50.11064063,51.51326444,58.97475475,51.24687363,56.41645944,74,84,63,75,74,83,66,84,60,76,63,69,64,68,80,63,71.62
Sari Panjaitan,43019,10A,61.5096029,52.35788241,63.43444251,53.03095487,61.95507113,62.32172611,55.70971235,62.10370428,60.49578276,56.49936216,54.15079802,49.38044298,60.94182168,51.36955758,59.67029244,57.87633036,57.67546778,64,55,73,53,68,70,61,72,58,64,58,48,62,63,67,66,62.62
Ira Prasetya,41025,10A,65.41596816,60.51002679,60.37301535,65.67960781,63.69554443,63.60103407,64.36659223,54.34239367,65.80419768,65.08259825,56.93683864,60.79985192,61.82371785,61.34777036,63.68955412,69.17708819,62.66536247,65,58,64,63,65,64,65,47,68,65,59,62,63,60,63,69,62.5
Zainal Hapsari,84361,10A,74.83976314,62.86983354,72.54127946,76.0755961,71.36497211,74.88583163,79.49228173,74.54947724,70.67747248,74.65637188,70.15536867,69.55044472,67.67385833,77.2479963,65.33878618,77.09276813,72.43825635,76,58,71,72,73,75,79,72,74,74,66,67,62,75,63,79,71
Cinta Santosa,89085,10A,63.37220968,53.87635819,62.71113553,50.37275653,64.00042915,65.29904648,57.91110929,61.49062754,70.64367623,58.34415554,55.57835113,68.28120608,70.68582502,60.89136742,65.93020424,67.58026864,62.31054542,65,56,66,47,66,71,62,67,71,57,48,65,69,60,64,69,62.69
Danang Saputra,73069,10A,57.57533079,58.86122278,67.44212452,69.71282335,64.10215625,56.88868019,71.22305751,58.63289746,59.61206305,62.99944113,69.05855406,65.55763184,63.36207946,63.6041946,61.5053253,64.07844953,63.38850199,62,65,79,70,65,62,84,59,65,64,76,62,64,74,67,66,67.75
Eko Surya,76993,10A,46.97997003,58.14473313,60.8343801,53.8727,61.55938701,58.60541432,68.40514891,67.49286905,57.29874258,58.87358186,59.25803259,57.36947304,60.60289534,55.83636008,53.97469375,62.74132654,58.86560677,52,62,69,60,58,62,71,73,62,56,58,59,66,65,53,65,61.94
Citra Winata,48446,10A,53.55379184,46.38456513,54.88292108,47.24825528,51.67197011,54.50786399,50.2380811,52.67984848,47.8239957,49.42381101,49.37684677,46.67325219,49.52227311,42.66305243,47.95037519,48.98176646,49.59891687,70,60,60,54,58,52,61,63,48,56,54,51,52,47,51,58,55.94
Kiki Lesmana,85742,10A,58.58653186,58.65994339,59.55860962,62.26463821,64.24001599,56.61860449,53.85142635,54.65720856,57.43141602,58.10782403,56.01745029,53.3868473,57.58682649,60.77456372,62.84257795,57.08031536,58.22904998,67,61,63,64,68,63,55,53,67,62,64,57,65,75,63,59,62.88
Ulil Prasetya,73694,10A,58.23616194,55.66765951,60.1439552,56.05900788,63.16679012,51.37181859,58.50300269,61.80668775,61.22032363,73.76631937,62.05015117,55.28087807,59.82382981,51.41991938,59.8981523,56.13587076,59.03440801,68,57,63,65,67,54,63,62,66,74,70,57,65,55,66,64,63.5
Miftah Priambodo,89869,10A,76.89316194,69.56850919,71.73238098,69.13842136,81.01046732,70.70999673,81.47899578,76.38696937,74.7265442,74.1598763,74.28519705,62.67784767,70.92179359,76.54200042,72.07172465,65.29026133,72.97463424,78,72,71,72,84,72,82,76,76,76,70,61,74,77,71,71,73.94
Vina Handayani,49992,10A,58.77617292,67.55872276,65.27265375,58.72817513,63.79544156,57.20566007,50.51883724,54.41586524,66.85263902,57.66822977,57.82127528,57.53900419,68.55887812,67.16798975,70.13209634,58.24296912,61.26591314,61,72,79,65,72,60,60,65,74,62,65,56,78,69,74,69,67.56
Bella Sugianto,75544,10A,62.98585916,53.92452396,68.89240884,55.66883896,62.59161453,56.02122407,58.56340258,57.32142456,58.46836041,58.8121232,58.76639274,65.67440627,55.98342275,62.61044385,67.59753247,58.94175489,60.17648333,67,58,73,54,68,64,61,59,63,67,59,80,56,65,77,68,64.94
Umi Wibowo,71319,10A,56.2368467,58.67381803,65.72506719,60.79697931,57.17036968,62.24582441,54.3149804,63.2332387,61.86947769,58.2873988,55.63351216,55.39303654,62.50052783,65.97134366,56.63990242,62.11837467,59.80066864,60,67,66,69,59,62,55,65,67,75,72,59,71,66,53,67,64.56
Yogi Wibisono,62072,10A,43.72147472,51.23352116,54.00131515,49.60819273,49.47407794,50.81771203,55.61757345,53.21996472,42.96545365,43.55310905,51.12228392,56.44504274,40.4190856,51.65795893,51.52537053,61.0982987,50.40502719,49,56,61,46,50,52,63,58,54,52,55,61,51,62,56,62,55.5
Agus Fauzi,76257,10A,63.78900501,67.629059,66.42039977,55.06128167,69.55515016,66.7910966,68.25545727,85.3453026,55.29354938,74.33759732,64.27687648,67.15075859,65.48655285,63.59293241,62.86494943,67.36165775,66.45072664,67,74,69,59,83,73,72,86,60,82,70,72,72,70,71,75,72.19
Taufik Gunawan,50921,10A,56.17379668,67.512561,61.67869314,58.10931847,61.50960087,70.04541125,61.08298973,65.55193325,60.10488378,67.54927441,67.18720386,73.00270933,62.88184544,67.10293919,64.25000286,70.23902407,64.62388671,59,73,65,64,66,74,67,72,68,80,76,72,64,71,66,77,69.62
Gina Iskandar,29069,10A,60.3609978,67.6801863,62.98167325,63.63421885,64.41392216,65.21636172,63.37401452,65.02872565,71.84575002,68.88240816,68.3009327,61.67746211,59.50895559,68.73166253,68.3353937,71.31851311,65.70569864,68,71,67,63,71,81,66,73,82,72,64,69,65,75,74,81,71.38
Endang Putra,81984,10A,52.4331596,54.30531945,47.25564191,53.4907072,60.43591528,53.12058583,58.6554617,54.5005472,57.07334787,49.71460578,55.87910997,40.49738287,54.51858194,47.30069651,61.48303531,59.34009949,53.75026237,50,57,52,55,69,59,61,57,59,58,59,41,63,51,61,71,57.69
Indah Sari,15542,10A,69.34732646,74.61900269,62.26938895,75.75078754,71.67492938,65.83119512,72.69207229,61.48250399,62.89140075,63.97102294,64.36908301,61.73118334,73.12938689,65.71969955,68.7764964,64.16221472,67.40110588,82,89,75,87,90,80,87,64,77,74,77,78,85,78,84,77,80.25
Naufal Pradipta,22980,10A,43.88772818,54.34103148,43.42946981,52.64757446,46.14916949,62.92712468,57.5475583,53.51951364,59.30927807,48.7591648,55.70814158,53.98979685,54.31084509,59.35251219,56.6532052,54.434363,53.5604048,42,51,42,47,45,62,62,52,60,54,53,52,53,54,56,58,52.69
Vina Hartanto,45893,10A,54.65984829,58.13405399,62.3207408,63.40114734,57.28326685,74.99266885,70.51625575,65.94487707,63.29446978,61.87324062,58.17469317,63.32168806,64.22304817,56.72548259,64.60516756,62.15799022,62.60178994,61,68,70,66,63,79,82,69,69,68,59,68,69,67,70,66,68.38
Naila Lesmana,31917,10A,61.41324034,66.65035308,68.88425046,80.39071642,73.73504375,64.27487028,73.38245958,63.21575818,76.3657334,68.59665487,70.48409719,77.58126137,64.51646029,63.9666872,68.0342815,76.14417238,69.85225252,66,78,74,78,89,69,81,64,90,70,74,76,71,68,67,81,74.75
Irsyad Yudhoyono,15573,10A,47.450588,40.88654038,52.79152408,57.80602237,61.04862712,52.73151156,52.99018534,60.81682205,45.69860988,53.1047145,55.99943782,57.29341198,52.49828491,55.21952343,42.60568161,51.75607631,52.54359758,54,44,61,68,72,56,61,71,50,64,62,58,55,54,47,56,58.31
Yanti Pangestu,63349,10A,59.43605491,52.25704118,57.46343246,59.40287386,55.45576535,58.02083021,52.35484853,56.13545495,60.2195922,57.95337616,54.235855,58.28959337,60.74156031,46.91880496,62.96388168,55.48723766,56.70851267,63,48,59,56,59,53,50,57,62,58,56,57,57,51,64,54,56.5
Hadi Saputra,49427,10A,62.62570649,66.48449144,53.63988834,56.95105181,59.05551335,56.57948922,69.1729397,56.21439636,57.72052293,61.52020198,54.4875092,58.51985327,62.08552313,58.8339548,60.03132253,57.85159626,59.48587255,68,75,61,69,64,60,80,62,65,66,63,60,65,53,63,67,65.06
Yuni Hartanto,64430,10A,49.91027018,59.09058779,66.25728709,57.57462988,58.60894232,60.94623551,51.13596925,65.99519502,58.49426571,65.64190622,53.81745675,66.57293134,61.3583992,60.24782216,58.652744,56.23997864,59.40903882,63,61,76,65,67,63,64,68,66,70,61,68,61,66,62,60,65.06
Rudi Pradipta,82389,10A,58.24934114,52.94848219,42.41133433,46.66075054,51.31745408,53.79667776,51.9637404,58.34153679,42.49117352,52.96462253,43.15678672,56.04524432,51.77438927,54.3447327,47.92726804,58.6440075,51.43984637,57,53,39,49,52,54,53,54,47,51,42,59,54,60,45,56,51.56
Qisya Wijaya,38417,10A,65.55143819,63.26053639,59.69522864,63.2421013,56.80835203,64.62059317,68.59021935,65.69586767,56.69480252,62.14990146,53.87710716,63.20476643,62.59583194,50.99373318,54.53389565,58.92712039,60.65259347,73,72,67,74,59,67,75,73,64,62,54,67,60,57,59,60,65.19
Gita Pangestu,62757,10A,53.1841827,48.64109675,56.63337508,55.94584948,53.71713577,50.90952393,59.93201706,62.965517,52.27067401,51.62764685,57.14451976,52.89833453,53.99149543,58.38674719,45.14170099,61.27999306,54.6668631,72,65,82,76,60,73,76,85,66,61,66,73,73,70,47,82,70.44
Satria Irawan,53884,10A,62.73136477,60.31049643,61.92179138,62.18010893,53.71195564,69.84265329,62.57459031,64.58297281,67.12571101,57.26214987,64.73532165,61.0297567,66.60181603,51.73182505,61.87249065,59.35385887,61.72305396,73,69,61,72,49,77,70,76,73,60,66,72,78,55,67,70,68
Ulfa Anggraini,87058,10A,57.56419358,57.75309977,51.86474935,51.84200951,54.84955199,50.91966769,59.61279731,53.55684283,40.86793773,53.52876855,50.21015972,47.24649975,49.21574564,55.94992119,62.04608297,56.9688012,53.3748018,77,63,60,73,72,67,70,71,62,80,63,67,73,64,86,73,70.06
Kresna Yuliana,51991,10A,64.71715508,70.029193,65.45422047,64.27667018,61.97785868,58.99052799,65.80005349,68.53993947,67.26655368,65.66983739,63.02094172,70.79090298,61.16401243,71.62981159,62.73858693,63.98749584,65.37836006,72,69,70,61,73,59,70,74,68,78,65,75,63,74,67,72,69.38
Dewi Maulana,47680,10A,48.74980759,53.5767228,60.96029583,58.66187398,60.9758441,58.69444627,50.5653844,54.42978742,52.18273789,62.73660806,50.09979031,60.55222199,60.54850289,65.23183455,54.03530058,59.64534434,56.97790644,50,52,62,52,66,63,53,58,52,60,46,64,58,64,55,60,57.19
Eva Wijaya,51748,10A,69.7979516,55.30148403,50.71449118,48.98964225,61.95325256,48.97394138,56.52809715,60.57625835,59.3155701,60.51691674,59.5011417,64.78402149,53.62811052,55.00471673,54.52639519,62.54065148,57.66579015,69,66,57,58,64,49,60,70,73,68,59,66,53,59,58,67,62.25
Xenia Prasetya,17732,10A,68.56957903,66.32371268,69.98505442,58.17738175,72.40370664,71.6837792,67.74569607,72.97658063,55.78447005,61.44534541,60.39106878,67.67498271,58.81688239,67.85506183,70.92026681,67.54360059,66.14357306,76,78,75,65,83,82,73,74,58,59,69,74,65,73,71,74,71.81
Hana Sari,40927,10A,55.26443354,48.90631171,49.61142359,60.09377294,57.74242344,53.65058082,51.75613069,43.71663905,48.49141632,63.40277385,47.44340056,54.79307752,58.88289828,47.57106508,54.76923079,58.53525611,53.41442714,53,50,47,68,68,57,58,44,46,69,54,67,72,51,63,65,58.25
Xandra Setyawan,81632,10A,61.19979628,75.47931495,52.79430338,66.43094232,60.27329099,64.99690045,63.34383543,57.47151869,62.28228164,51.84779242,64.15353718,62.628092,64.33060052,66.4278913,62.97539887,61.87774677,62.4070777,65,88,66,70,69,67,67,58,71,59,72,71,66,70,70,65,68.38
Adi Novita,54964,10A,62.13037209,62.97460995,72.46938687,73.7173908,65.34516159,66.76572751,62.0126419,72.399498,69.86279789,76.24180095,62.14409839,64.64567428,67.69294338,69.76816146,65.45737558,62.17090832,67.23740931,65,63,80,85,71,69,70,77,79,77,64,73,73,78,67,69,72.5
Salma Nainggolan,47740,10A,56.36962147,55.56826064,47.38121332,58.73979783,57.81357737,52.63406631,52.36057314,54.73287268,47.65406848,52.11274122,41.2006661,56.34486205,44.15511771,59.47968297,50.31198336,50.90424892,52.3602096,69,62,49,60,64,55,55,57,51,60,38,67,48,62,59,55,56.94
Fanny Anggraini,48728,10A,57.78449976,59.48297492,68.01582602,48.48412601,67.30799622,62.6132867,54.88806105,55.54660733,69.30513443,56.19563489,55.15641674,66.609742,62.61593367,56.23354141,62.00629417,55.79440587,59.87753008,64,69,72,46,65,63,60,57,78,56,57,64,66,61,71,61,63.12
Endang Kusumawardani,69055,10A,66.80352096,66.6062688,63.95944497,63.10771928,70.1053546,61.29784561,55.39004334,63.54678354,71.72964922,56.22561651,59.49210014,63.38164416,61.02988973,56.38789607,66.90870325,72.89961758,63.67950611,67,69,64,63,63,65,55,64,72,54,59,61,65,50,64,72,62.94
Jasmine Hadiwijaya,99523,10A,64.88977165,59.38877291,56.16431173,65.19899426,69.42850108,66.28495309,63.89709515,60.9627561,58.4482962,68.08287099,68.47797247,56.18046543,71.85830925,66.77947046,70.90708758,57.19847562,64.0092565,86,71,64,86,90,85,72,79,76,88,84,67,85,88,88,66,79.69
Nadia Surya,66798,10A,46.98612567,53.0703999,56.32916858,62.79705056,57.34564101,52.60184006,48.68340041,59.96524931,48.99171932,61.95758922,52.3933232,61.76815681,57.2099029,53.130269,51.21826459,52.11070706,54.78492547,64,61,76,84,78,73,63,76,64,77,64,78,74,73,68,72,71.56
Gina Sari,15191,10A,55.5393004,53.78349942,50.42865989,52.56955988,53.79060208,42.75404646,55.68855751,48.49911081,47.63105492,44.9609952,44.42825445,46.62047942,49.85261215,63.16401262,50.76831856,54.28646747,50.9228457,60,59,55,61,63,44,65,57,52,44,50,50,57,71,61,55,56.5
Vero Fitriani,27343,10A,64.61211476,63.26503376,62.22249052,56.63323901,69.86434557,71.64569105,54.19641436,57.48956487,61.21065612,57.78701885,65.1395356,58.96834682,73.43498817,68.5624508,63.67257798,67.74463914,63.52806921,65,67,65,57,76,76,57,71,56,59,68,59,87,83,66,78,68.12
Vero Wardana,87358,10A,67.01442549,58.66518593,57.40383714,61.87563868,65.79310399,62.18022536,53.59994096,57.47080115,61.11505905,61.10659534,71.34763425,54.55498365,64.01286958,68.93048891,72.84217209,59.46293625,62.33599361,69,67,62,70,77,66,62,69,66,69,74,64,67,77,82,60,68.81
Hana Susanto,66678,10A,63.70961152,64.10126604,62.22987291,60.75823825,63.4323412,48.59123383,64.6628117,61.88335377,60.14008977,71.48677523,57.87779416,59.23708431,71.21023076,57.09215773,58.50188784,60.51733713,61.58950538,69,69,68,62,67,53,74,64,64,75,69,67,72,64,59,67,66.44
Qori Santoso,86512,10A,65.93591346,62.77125358,55.26911431,59.07139823,58.69546888,61.34613582,63.86145934,63.82326983,52.85218228,67.05194599,62.99508528,68.65490129,63.95323268,67.23885584,64.0649676,68.46336983,62.87803464,74,67,56,67,61,64,65,66,55,73,74,68,68,72,71,77,67.38
Tyo Permata,90115,10A,59.21112957,56.11030016,67.96204999,61.045062,59.4685985,50.21835431,50.1583383,58.0634538,57.32748238,53.52926357,57.30478989,64.54301103,60.07688876,50.89483384,56.04233226,52.57504399,57.15818327,58,62,68,65,57,57,49,63,57,63,54,68,67,57,56,51,59.5
Oki Lesmana,34811,10A,59.2227689,59.09319016,58.77304057,54.88559163,60.52299508,58.3582303,46.51402504,71.42612861,66.60511676,59.27976486,61.25536373,55.30299675,69.63988287,70.64771196,61.94473713,66.27892171,61.23440413,68,68,72,58,74,66,58,80,69,61,59,52,72,81,65,69,67
Raka Kusumawardani,18050,10A,62.34179626,54.78173517,59.40624552,62.1250022,59.19262377,60.37209598,61.00836458,61.06096988,61.72665482,56.16233703,57.88028162,55.04244104,66.35444011,50.93712766,67.23331408,68.39710935,60.25140869,64,54,66,69,71,64,58,69,70,66,69,66,67,62,71,77,66.44
Lukman Novita,47765,10A,54.91733997,43.41255747,54.6216901,56.1073221,51.37525181,53.85215094,64.0792189,59.75287872,51.80542234,48.44024706,54.79315632,55.36095901,58.90923885,53.75165935,58.98574079,66.10401311,55.39180293,58,49,54,55,50,58,62,62,49,46,58,57,52,51,51,65,54.81
Putra Rachman,41773,10A,73.40637767,69.08843002,68.4131202,67.54550688,75.23207712,66.19230533,69.5549861,69.58486207,66.81995159,62.46654482,70.94374507,69.0238527,71.8300749,66.66087102,75.43297905,64.94500365,69.19629301,88,82,86,83,88,84,81,85,86,74,84,81,89,83,88,82,84
Alya Kurniawan,27494,10A,70.92936602,53.63098206,64.54301493,64.74631802,58.39137926,64.49113429,68.76675795,51.28507041,64.88288864,49.9028105,57.54084059,70.51499643,59.46025444,56.49976478,61.37947596,72.7086963,61.85460941,80,66,67,77,71,66,71,56,69,62,59,76,61,62,75,85,68.94
Qomariyah Hardianto,18516,10A,44.88507128,48.78693296,61.53064093,63.33199423,53.52632639,47.848219,64.52270002,62.01569447,57.43821745,49.98147077,53.79833581,53.24168211,55.69773904,61.2984897,58.44056772,48.65660213,55.31254275,66,67,71,77,76,61,76,81,71,68,69,64,67,68,68,67,69.81
